id;title;type;release_year;age_certification;runtime;genres;production_countries;seasons;imdb_id;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
ts38230;The Method;SHOW;2015;TV-MA;51;['crime', 'drama', 'thriller'];['RU'];2.0;tt5155576;7.4;2784.0;6.577;7.8
tm238661;Special Correspondents;MOVIE;2016;PG-13;100;['comedy'];['CA', 'GB', 'US'];;tt4181052;5.8;24129.0;10.794;5.7
ts56032;La Niña;SHOW;2016;TV-MA;0;['action', 'drama'];['CO'];1.0;tt5677942;8.4;649.0;23.759;7.7
tm244915;Baaghi;MOVIE;2016;;133;['romance', 'action', 'thriller'];['IN'];;tt4864932;5.3;8994.0;16.534;6.4
ts128895;Midnight Diner: Tokyo Stories;SHOW;2016;TV-14;25;['drama'];['JP'];2.0;tt6150576;8.4;4149.0;11.357;7.7
tm219276;Tallulah;MOVIE;2016;;111;['drama', 'comedy', 'romance'];['US'];;tt1639084;6.7;20208.0;7.195;6.8
ts58068;Inside the World's Toughest Prisons;SHOW;2016;TV-MA;48;['crime', 'documentation'];['GB'];5.0;tt6322264;7.1;2747.0;5.099;7.5
ts37896;Conspiracy;SHOW;2015;TV-14;43;['history', 'documentation', 'european'];['GB'];1.0;tt4761054;6.2;379.0;2.421;5.8
tm316731;Bert Kreischer: The Machine;MOVIE;2016;;70;['comedy'];['US'];;tt6545220;7.6;1555.0;2.92;7.7
ts43230;The Deep;SHOW;2015;TV-Y7;22;['action', 'family', 'scifi', 'animation'];['AU'];4.0;tt4991910;7.8;667.0;13.096;7.8
ts76092;Rosario Tijeras;SHOW;2016;TV-MA;45;['drama', 'action', 'crime', 'romance', 'thriller'];['MX'];3.0;tt6340304;6.1;340.0;293.969;7.4
tm247642;Amanda Knox;MOVIE;2016;;92;['documentation', 'crime', 'european'];['DK', 'US'];;tt5952332;6.9;24488.0;8.847;6.7
tm240007;Sniper: Ghost Shooter;MOVIE;2016;R;100;['action', 'drama', 'war'];['US'];;;;;24.331;6.6
ts35596;Bella and the Bulldogs;SHOW;2015;TV-G;23;['comedy', 'family', 'sport'];['US'];2.0;tt3596178;4.9;2255.0;12.273;7.9
tm138792;Results;MOVIE;2015;R;105;['comedy', 'romance'];['US'];;tt3824412;5.4;7140.0;6.672;5.0
tm244052;Sebastian Maniscalco: Why Would You Do That?;MOVIE;2016;;63;['comedy'];['US'];;tt6295304;7.4;1100.0;2.615;7.8
ts42260;Chelsea Does;SHOW;2016;TV-MA;70;['documentation'];['US'];1.0;tt5275894;7.3;2476.0;3.273;6.5
tm123789;The Young Messiah;MOVIE;2016;PG-13;120;['history', 'drama', 'fantasy'];['US'];;tt1002563;5.6;3576.0;22.159;6.3
ts86021;Molang;SHOW;2015;TV-G;3;['animation', 'comedy', 'family', 'european'];['FR'];3.0;tt6046238;8.3;367.0;9.07;8.0
ts55559;Ask the Storybots;SHOW;2016;TV-Y;26;['animation', 'comedy', 'family'];['US'];3.0;tt5846856;8.4;878.0;7.471;8.4
ts35359;Heidi;SHOW;2015;TV-Y;23;['animation', 'drama', 'family', 'european'];['AU', 'FR', 'DE'];2.0;tt4346362;7.1;242.0;8.606;
tm219173;Term Life;MOVIE;2016;R;93;['thriller', 'drama', 'action', 'crime'];['US'];;tt2978102;5.5;8030.0;16.084;5.9
tm208903;For the Love of Spock;MOVIE;2016;;105;['documentation'];['US', 'CA'];;tt4572820;7.6;4349.0;8.63;7.5
tm229542;John Mulaney: The Comeback Kid;MOVIE;2015;PG;62;['comedy', 'documentation'];['US'];;tt5069564;7.9;8595.0;4.784;7.8
tm211510;Incarnate;MOVIE;2016;PG-13;19;['horror', 'thriller'];['US'];;tt3216348;5.2;13090.0;14.911;5.4
tm205870;Message from the King;MOVIE;2016;R;102;['thriller', 'action', 'crime', 'drama', 'european'];['FR'];;tt1712192;6.4;16513.0;15.381;6.2
ts38512;Cooked;SHOW;2016;TV-PG;53;['documentation'];['US'];1.0;tt5347906;7.6;43.0;3.188;7.5
tm238681;Kung Fu Panda: Secrets of the Scroll;MOVIE;2016;G;23;['comedy', 'animation', 'family'];['US'];;;;;34.3;6.8
ts54100;World of Winx;SHOW;2016;TV-Y7;24;['action', 'fantasy', 'animation', 'comedy', 'family', 'european'];['US', 'IT'];2.0;tt5874596;6.6;727.0;6.824;8.2
ts35360;Inspector Gadget;SHOW;2015;TV-Y;22;['action', 'scifi', 'animation', 'comedy', 'family'];['CA', 'US'];4.0;tt3910690;4.5;625.0;10.856;6.9
tm229140;Anthony Jeselnik: Thoughts and Prayers;MOVIE;2015;;59;['comedy'];['US'];;;;;4.566;7.4
tm266628;LEGO Jurassic World: The Indominus Escape;MOVIE;2016;G;24;['family', 'animation', 'comedy'];['US'];;;;;20.853;5.7
ts38757;Kong: King of the Apes;SHOW;2016;TV-Y7;21;['animation', 'family', 'scifi', 'action', 'comedy'];['US'];2.0;tt5462936;5.8;331.0;13.218;6.5
ts43119;Real Rob;SHOW;2015;TV-14;31;['comedy'];['US'];2.0;tt3741346;6.3;2857.0;6.43;6.2
ts53106;Tokyo Trial;SHOW;2016;TV-MA;48;['drama', 'history'];['JP', 'US'];1.0;tt4040530;7.4;1544.0;5.247;6.9
tm271070;The Warriors Gate;MOVIE;2016;PG-13;108;['action', 'family', 'fantasy', 'comedy', 'european'];['CN', 'FR', 'CA'];;tt4652532;5.4;5098.0;15.133;6.7
ts38805;Beat Bugs;SHOW;2016;TV-Y;15;['family', 'animation', 'comedy', 'fantasy'];['AU'];3.0;tt4716268;7.6;524.0;6.682;6.6
tm214085;Tig;MOVIE;2015;;95;['documentation'];['US'];;tt3986532;7.4;2691.0;5.984;7.2
ts75829;Lego Bionicle: The Journey to One;SHOW;2016;TV-Y7;20;['action', 'fantasy', 'scifi', 'animation'];['US'];2.0;tt5075942;5.4;177.0;7.108;7.3
ts42075;Intersection;SHOW;2016;TV-MA;107;['drama'];['TR'];2.0;tt5303668;6.5;1221.0;15.226;5.7
ts42038;No Tomorrow;SHOW;2016;TV-14;47;['comedy', 'drama', 'romance', 'thriller'];['US'];1.0;tt10936232;7.1;5137.0;7.687;6.3
tm218052;Drishyam;MOVIE;2015;R;163;['thriller', 'crime', 'drama'];['IN'];;tt4430212;8.2;80320.0;9.208;7.9
tm248010;Taxi Driver;MOVIE;2015;;100;['comedy', 'crime', 'drama'];['NG'];;tt5112438;6.0;69.0;1.191;5.3
ts51368;Skylanders Academy;SHOW;2016;TV-Y7;23;['action', 'animation', 'comedy', 'family', 'fantasy'];['US'];3.0;tt5916218;6.5;760.0;14.848;6.1
tm267135;The Dreamseller;MOVIE;2016;;96;['drama'];['BR'];;tt5496926;6.0;1468.0;11.071;6.5
ts74753;Tales by Light;SHOW;2015;;28;['documentation'];['AU'];3.0;tt5350276;8.3;1916.0;3.565;7.9
tm246870;Lavender;MOVIE;2016;;92;['drama', 'thriller'];['US', 'CA'];;tt4680980;5.3;7138.0;11.319;5.7
tm245235;Ali Wong: Baby Cobra;MOVIE;2016;;60;['comedy'];['US'];;tt5066574;7.5;6988.0;6.367;7.3
tm235405;Hyena Road;MOVIE;2015;R;120;['drama', 'thriller', 'war', 'action'];['CA'];;tt4034452;6.5;7839.0;9.363;6.7
tm218186;Septembers of Shiraz;MOVIE;2015;PG-13;110;['drama', 'thriller', 'western'];['US'];;tt3661298;7.9;38.0;8.065;5.7
tm228242;A Very Murray Christmas;MOVIE;2015;;56;['comedy', 'music'];['US'];;tt4537842;5.5;15455.0;9.185;5.3
tm244513;Divines;MOVIE;2016;;105;['drama', 'crime', 'european'];['FR', 'QA'];;tt4730986;7.4;9821.0;9.632;7.763
ts39014;Kuromukuro;SHOW;2016;TV-14;24;['comedy', 'drama', 'animation', 'action', 'scifi'];['JP'];2.0;tt5895314;7.2;1290.0;6.887;6.7
tm232954;Audrie & Daisy;MOVIE;2016;;95;['documentation', 'crime'];['US'];;tt5278460;7.2;6602.0;5.6;7.2
ts41948;Hip Hop Evolution;SHOW;2016;TV-MA;45;['documentation', 'music'];['CA'];4.0;tt4130418;8.4;5772.0;4.48;7.8
ts54156;Chef's Table: France;SHOW;2016;TV-14;46;['documentation'];['US'];1.0;tt6088326;8.2;1734.0;4.096;8.6
ts36740;Project Mc²;SHOW;2015;TV-G;25;['family'];['US'];6.0;tt4861760;5.8;1026.0;5.445;8.1
tm239290;Always Be My Maybe;MOVIE;2016;;112;['comedy', 'romance'];['PH'];;tt5341036;6.6;379.0;2.434;7.3
tm290444;Pandora;MOVIE;2016;R;136;['thriller', 'drama', 'action'];['KR'];;tt6302160;6.6;7416.0;27.496;7.5
ts41899;Nightmare Teacher;SHOW;2016;TV-MA;16;['drama', 'horror', 'thriller'];['KR'];1.0;tt6209442;7.1;446.0;5.677;8.4
tm225693;Keith Richards: Under the Influence;MOVIE;2015;PG;82;['documentation', 'music'];['US'];;tt4900018;7.1;3383.0;5.383;6.7
tm267429;Surviving Compton: Dre, Suge and Michel'le;MOVIE;2016;;87;['drama', 'documentation'];['US'];;tt5875282;6.5;718.0;2.138;6.1
tm272413;Colin Quinn: The New York Story;MOVIE;2016;;62;['comedy'];['US'];;tt6257714;6.9;1001.0;2.917;6.3
ts43501;Secrets of Great British Castles;SHOW;2015;TV-PG;44;['documentation', 'history', 'european'];['GB'];2.0;tt5181284;7.8;1060.0;3.459;7.3
tm138584;Hawaizaada;MOVIE;2015;PG;157;['history', 'drama', 'fantasy'];['IN'];;tt4338154;5.5;1942.0;3.027;6.0
ts56221;Rainbow Ruby;SHOW;2016;TV-Y;12;['family', 'fantasy', 'animation', 'comedy'];['CN'];4.0;tt5828144;6.6;80.0;12.713;10.0
tm225275;Riot;MOVIE;2015;;88;['action'];['US'];;tt4642044;5.1;3369.0;12.429;5.8
ts81483;Simon;SHOW;2016;TV-Y;5;['comedy', 'family', 'animation'];['FR'];2.0;tt7699866;7.0;129.0;3.507;9.5
ts35463;Richie Rich;SHOW;2015;TV-PG;23;['comedy'];['US'];2.0;tt4160920;3.0;1073.0;9.491;6.5
tm209950;Kevin Hart: What Now?;MOVIE;2016;R;96;['comedy', 'documentation'];['US'];;tt4669186;5.9;9501.0;10.176;6.5
tm308241;Legends of the Hidden Temple;MOVIE;2016;PG;68;['action', 'family'];['US'];;tt5333842;5.6;921.0;3.528;6.7
ts38764;Marseille;SHOW;2016;TV-MA;42;['drama', 'european'];['FR'];2.0;tt4003966;6.8;5163.0;8.888;6.6
tm213681;Veteran;MOVIE;2015;;119;['comedy', 'crime', 'action', 'thriller'];['KR'];;tt4768764;7.0;6611.0;9.614;6.9
tm139870;Opening Night;MOVIE;2016;;90;['comedy', 'thriller', 'drama', 'crime', 'action'];['US'];;tt4156972;6.0;2662.0;7.809;5.9
tm239739;Raman Raghav 2.0;MOVIE;2016;;134;['crime', 'thriller', 'drama'];['IN'];;tt5664116;7.4;14380.0;6.61;7.1
tm246175;The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared;MOVIE;2016;;108;['action', 'comedy', 'crime', 'european'];['SE'];;tt4940370;6.3;6023.0;7.299;6.4
ts38761;Another Miss Oh;SHOW;2016;TV-MA;69;['comedy', 'drama', 'family', 'fantasy', 'romance'];['KR'];1.0;tt5679572;7.8;1866.0;17.289;8.2
tm195764;6 Years;MOVIE;2015;;84;['drama', 'romance'];['US'];;tt3799372;5.6;12441.0;7.652;5.4
ts41154;Paquita Salas;SHOW;2016;;22;['comedy', 'european'];['ES'];3.0;tt5866074;8.0;3128.0;7.93;7.1
ts144323;Unnatural Selection;SHOW;2015;TV-MA;35;['reality', 'documentation', 'comedy'];['US'];1.0;tt11063952;8.1;12.0;2.736;7.5
tm233561;Shaun the Sheep: The Farmer's Llamas;MOVIE;2015;;30;['comedy', 'family', 'animation'];['GB'];;tt5174284;6.8;1400.0;8.513;6.6
tm217939;Un + une;MOVIE;2015;;115;['comedy', 'romance', 'drama', 'european'];['FR'];;tt1918911;6.2;2336.0;4.579;5.9
tm200454;Ok Kanmani;MOVIE;2015;PG;139;['romance', 'drama'];['IN'];;tt4271820;7.4;5877.0;4.318;6.8
tm266844;True Memoirs of an International Assassin;MOVIE;2016;PG-13;98;['action', 'comedy', 'crime'];['US'];;tt1542768;5.9;22891.0;16.152;5.8
ts74929;H20: Mermaid Adventures;SHOW;2015;TV-Y;24;['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european'];['FR'];2.0;tt4610750;5.7;194.0;8.908;8.8
tm300713;High & Low The Movie;MOVIE;2016;;129;['action'];['JP'];;tt5659172;6.4;583.0;2.513;6.0
ts38772;Dear My Friends;SHOW;2016;TV-MA;70;['comedy', 'drama'];['KR'];1.0;tt5689030;8.2;366.0;4.766;8.0
tm240895;Strange Weather;MOVIE;2016;R;95;['drama'];['US'];;tt5205210;6.0;1499.0;9.634;5.9
ts52943;The Sound of Your Heart;SHOW;2016;;26;['comedy', 'drama', 'animation'];['KR'];2.0;tt4613520;8.2;1127.0;5.877;8.2
tm275800;The Lighthouse of the Orcas;MOVIE;2016;;110;['drama', 'romance', 'european'];['AR', 'ES'];;tt4944658;6.7;3910.0;10.09;7.0
ts86831;The Good Cop;SHOW;2015;TV-MA;28;['comedy', 'drama'];['IL'];3.0;tt6070434;7.6;385.0;1.542;7.0
tm276430;Servant Of The People 2;MOVIE;2016;;100;['comedy', 'family'];['UA'];;tt6903262;6.2;417.0;6.053;6.1
ts87884;Sons of the Caliphate;SHOW;2015;TV-14;0;['drama'];['NG'];1.0;tt10202268;7.4;33.0;1.347;
tm335263;Kathleen Madigan: Bothering Jesus;MOVIE;2016;R;71;['comedy'];['XX'];;;;;1.646;6.6
tm224377;Heneral Luna;MOVIE;2015;R;118;['comedy', 'action', 'drama', 'history', 'war'];['PH'];;tt4944352;7.3;2132.0;3.448;7.8
tm242755;Ordinary World;MOVIE;2016;;86;['comedy', 'drama', 'family', 'music'];['US'];;tt6102594;5.5;3106.0;5.993;6.0
ts53076;El Chema;SHOW;2016;TV-MA;44;['crime', 'action'];['US'];1.0;tt5730624;6.9;308.0;112.717;
tm241998;Mohenjo Daro;MOVIE;2016;;155;['action', 'drama', 'history', 'romance'];['IN'];;tt3859980;5.6;11693.0;8.73;6.5
ts52988;Captive;SHOW;2016;;63;['documentation', 'drama', 'european'];['US'];1.0;tt6246500;6.8;742.0;4.18;6.8
tm208628;Dil Dhadakne Do;MOVIE;2015;PG-13;170;['drama', 'family', 'romance', 'comedy'];['IN'];;tt4110568;7.0;17581.0;8.46;6.8
ts41260;Hello, My Twenties!;SHOW;2016;TV-14;63;['comedy', 'drama', 'romance'];['KR'];2.0;tt5858892;8.3;2161.0;14.835;7.3
ts42089;Haters Back Off;SHOW;2016;TV-14;29;['comedy', 'drama', 'family', 'romance'];['US'];2.0;tt5467814;5.9;7274.0;7.102;6.4
tm242646;Toro;MOVIE;2016;R;105;['drama', 'crime', 'thriller', 'action', 'european'];['FR', 'ES'];;tt4213806;5.9;3256.0;8.146;6.0
ts38717;Good Morning Call;SHOW;2016;TV-14;48;['comedy', 'drama', 'romance'];['JP'];2.0;tt5520732;7.5;3161.0;15.259;7.3
ts87465;Witch Hunt: A Century of Murder;SHOW;2015;TV-14;46;['documentation', 'crime', 'history', 'drama', 'fantasy', 'european'];['GB'];1.0;tt6474054;7.1;324.0;0.6;
tm242687;Riphagen the Untouchable;MOVIE;2016;;132;['thriller', 'drama', 'war', 'european'];['NL'];;tt4969044;7.1;7800.0;8.67;6.5
tm208713;Gabbar Is Back;MOVIE;2015;PG-13;130;['drama', 'action', 'crime', 'comedy'];['IN'];;tt2424988;7.1;24975.0;7.397;7.2
tm220317;Demetri Martin: Live (At The Time);MOVIE;2015;;61;['comedy', 'documentation'];['US'];;tt4512714;7.4;2207.0;2.887;7.0
tm421855;4K Fireplace;MOVIE;2015;G;181;['family', 'reality'];['US'];;tt5275236;7.7;49.0;738;6.8
ts21979;Spotless;SHOW;2015;TV-MA;58;['crime', 'comedy', 'drama', 'european'];['FR'];1.0;tt3834000;7.7;3663.0;6.213;7.0
tm267948;7 Years;MOVIE;2016;;77;['drama', 'european'];['ES'];;tt5517438;6.7;4961.0;6.603;6.3
ts42011;Cheer Squad;SHOW;2016;TV-PG;42;['reality'];['CA'];1.0;tt5993744;7.2;167.0;1.168;7.9
tm219817;Talvar;MOVIE;2015;PG;132;['thriller', 'drama', 'crime'];['IN'];;tt4934950;8.1;34943.0;9.212;7.5
tm201365;Brothers;MOVIE;2015;PG-13;156;['family', 'action', 'drama', 'sport'];['IN'];;tt3802576;6.4;13003.0;5.554;6.6
tm281182;Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry;MOVIE;2016;PG-13;87;['comedy', 'documentation'];['US'];;tt6302122;7.4;2566.0;3.047;7.2
ts36741;Fartsa;SHOW;2015;TV-14;60;['drama', 'crime'];['RU'];1.0;tt4567218;6.7;197.0;2.722;7.2
ts57705;The Paper;SHOW;2016;TV-MA;49;['drama', 'crime', 'action'];['HR'];3.0;tt5868220;7.4;64.0;3.809;7.6
tm233843;Pyaar Ka Punchnama 2;MOVIE;2015;PG-13;159;['drama', 'romance', 'comedy'];['IN'];;tt4430136;7.3;15216.0;3.924;7.0
tm211461;Much Loved;MOVIE;2015;;108;['drama', 'european'];['FR', 'MA'];;tt4685750;6.2;2772.0;5.794;6.0
ts42347;Word Party;SHOW;2016;TV-Y;13;['family', 'animation'];['US'];5.0;tt5235950;5.5;352.0;2.382;8.3
tm199987;Ralphie May: Unruly;MOVIE;2015;;83;['comedy'];['US'];;;;;2.349;4.9
tm232710;A Second Chance;MOVIE;2015;;130;['drama', 'romance', 'family', 'documentation', 'sport'];['PH'];;tt5226380;8.6;47.0;2.752;7.1
tm244638;Rebirth;MOVIE;2016;;101;['thriller'];['US'];;tt4902716;4.9;5290.0;8.68;4.7
tm451222;Lang Tong;MOVIE;2015;;83;['thriller'];['SG'];;tt6423578;4.8;337.0;3.909;4.0
tm195870;Manson Family Vacation;MOVIE;2015;;85;['comedy', 'drama', 'thriller'];['US'];;tt3275216;5.8;2995.0;6.451;5.9
ts83535;Popples;SHOW;2015;;25;['family', 'animation'];['RU', 'US', 'FR'];3.0;tt4210022;6.0;57.0;3.292;8.0
tm221883;Gridlocked;MOVIE;2016;R;110;['action'];['CA'];;tt2724532;5.8;4604.0;14.458;5.8
ts127430;StoryBots Super Songs;SHOW;2016;TV-Y;21;['animation', 'family'];['US'];1.0;tt6163070;8.7;170.0;0.6;9.0
tm239635;Jimmy Carr: Funny Business;MOVIE;2016;;62;['comedy'];['GB'];;tt5222724;7.2;4356.0;5.549;6.9
tm198496;Aziz Ansari: Live at Madison Square Garden;MOVIE;2015;;58;['comedy'];['US'];;tt4530184;6.6;3266.0;4.73;6.7
tm245102;The Next Skin;MOVIE;2016;;100;['drama', 'thriller', 'european'];['ES'];;tt4034208;6.2;1820.0;5.453;5.8
tm215054;Chris Tucker: Live;MOVIE;2015;;92;['comedy', 'documentation'];['US'];;tt4835636;6.3;1955.0;5.362;6.0
tm271839;Dana Carvey: Straight White Male, 60;MOVIE;2016;;64;['comedy'];['US'];;tt6217368;6.5;1528.0;2.747;6.3
tm245297;Justin Timberlake + The Tennessee Kids;MOVIE;2016;;90;['music', 'documentation'];['US'];;tt5001772;7.6;2191.0;3.257;7.6
tm266629;Russell Peters: Almost Famous;MOVIE;2016;;73;['comedy'];['US'];;tt5946232;6.6;1905.0;2.156;6.6
ts42218;Sin senos sí hay paraíso;SHOW;2016;TV-MA;47;['action', 'drama', 'romance', 'crime'];['CO'];4.0;tt5676412;6.5;554.0;243.868;7.5
tm220473;Colin Quinn: Unconstitutional;MOVIE;2015;;55;['comedy'];['US'];;tt4392266;7.1;478.0;2.333;6.9
tm245148;Jim Jefferies: Freedumb;MOVIE;2016;R;86;['comedy', 'documentation'];['US'];;tt5849950;7.7;5420.0;4.802;7.3
tm274053;Asperger's Are Us;MOVIE;2016;;83;['documentation', 'comedy', 'drama'];['US'];;tt4109268;6.6;737.0;2.227;5.9
tm239762;Tony Robbins: I Am Not Your Guru;MOVIE;2016;;115;['documentation'];['US'];;tt5151716;6.6;4391.0;6.569;6.6
tm197503;Hunterrr;MOVIE;2015;R;141;['romance', 'drama', 'comedy'];['IN'];;tt4333674;7.0;6262.0;2.332;6.2
tm201906;Belgica;MOVIE;2016;;127;['drama', 'european'];['FR', 'BE'];;tt3544218;6.7;4519.0;4.889;5.9
ts38769;Chelsea;SHOW;2016;TV-MA;52;['comedy'];['US'];2.0;tt5672036;6.0;2072.0;16.004;5.1
tm233344;Kapoor & Sons;MOVIE;2016;PG-13;140;['drama', 'romance', 'comedy', 'family'];['IN'];;tt4900716;7.7;26130.0;8.129;7.0
tm240162;Udta Punjab;MOVIE;2016;R;148;['drama', 'action', 'crime'];['IN'];;tt4434004;7.7;30276.0;8.861;7.2
tm211478;Tamasha;MOVIE;2015;PG;139;['drama', 'comedy', 'romance'];['IN'];;tt3148502;7.3;27331.0;6.88;6.6
ts41294;Mossad 101;SHOW;2015;TV-MA;42;['action', 'drama'];['IL'];2.0;tt4354042;6.7;649.0;5.022;5.9
tm244758;Breaking the Bank;MOVIE;2016;;106;['comedy'];['GB'];;tt3105662;4.8;939.0;3.056;4.5
tm321189;All About Asado;MOVIE;2016;;90;['documentation'];['AR'];;tt6079360;6.5;579.0;1.802;6.1
ts41485;Vanished 46;SHOW;2016;TV-MA;63;['drama', 'action', 'scifi', 'crime', 'thriller'];['TR'];1.0;tt5606154;8.2;4326.0;2.184;7.8
tm245722;Chronically Metropolitan;MOVIE;2016;;86;['comedy', 'drama'];['US'];;tt4460854;4.9;1525.0;3.964;5.3
ts53543;The Miracle;SHOW;2016;TV-14;18;['drama', 'comedy', 'fantasy', 'music'];['KR'];1.0;tt6703344;6.3;214.0;11.974;8.0
tm282915;Fate/Grand Order: First Order;MOVIE;2016;;72;['action', 'fantasy', 'animation'];['JP'];;tt6213810;5.7;896.0;12.341;6.8
ts53149;White Nights;SHOW;2016;;62;['drama'];['KR'];1.0;tt6168004;6.9;297.0;5.348;8.0
ts83224;Toon;SHOW;2016;TV-MA;27;['comedy'];['NL'];2.0;tt5698140;7.6;892.0;2.503;8.2
tm232931;Hannibal Buress: Comedy Camisado;MOVIE;2016;R;67;['comedy'];['US'];;tt5352432;6.6;1520.0;4.087;6.4
tm227922;Anjelah Johnson: Not Fancy;MOVIE;2015;;63;['comedy', 'documentation'];['US'];;tt4199110;5.7;701.0;2.405;4.8
ts74917;72 Cutest Animals;SHOW;2016;;27;['documentation'];['AU'];1.0;tt5815824;5.7;446.0;2.719;6.5
tm272854;Force 2;MOVIE;2016;PG;123;['action', 'crime', 'thriller'];['IN'];;tt5156746;6.2;5550.0;5.209;6.6
tm233015;Fitoor;MOVIE;2016;;131;['romance', 'drama'];['IN'];;tt4399594;5.4;4840.0;5.517;5.8
tm139590;Triumph in the Skies;MOVIE;2015;;100;['comedy', 'drama', 'romance'];['HK'];;tt1929433;4.3;377.0;1.835;4.2
tm242422;In the Shadow of Iris;MOVIE;2016;;99;['thriller', 'drama', 'crime', 'european'];['FR'];;tt5598110;6.1;4275.0;8.117;5.844
tm252245;The White Helmets;MOVIE;2016;;41;['documentation', 'war'];['SY', 'GB'];;;;;5.399;7.4
tm193211;Mucize;MOVIE;2015;PG-13;136;['drama', 'comedy', 'romance', 'documentation', 'european'];['TR'];;tt6876670;7.6;12593.0;6.24;7.2
tm270555;The Ivory Game;MOVIE;2016;;112;['documentation', 'european'];['AT', 'US'];;tt5952534;7.9;3243.0;3.919;7.6
tm236999;Our Lovers;MOVIE;2016;;88;['romance', 'comedy', 'drama', 'european'];['ES'];;tt4631532;6.7;4228.0;17.857;7.2
ts224440;If I were an Animal;SHOW;2016;TV-G;10;['documentation'];['FR'];1.0;;;;903;
ts42155;Home: Adventures with Tip & Oh;SHOW;2016;TV-Y7;21;['comedy', 'scifi', 'animation', 'family', 'fantasy'];['US'];4.0;tt5759196;6.0;604.0;6.585;7.0
tm233570;Beauty and the Bestie;MOVIE;2015;;119;['action', 'comedy', 'drama'];['PH'];;tt4842270;4.6;297.0;2.213;4.8
ts55556;A Touch of Green;SHOW;2015;TV-MA;53;['drama', 'war'];['TW'];1.0;tt5231950;8.4;341.0;4.43;9.2
tm233023;Tom Segura: Mostly Stories;MOVIE;2016;;73;['comedy', 'documentation'];['US'];;tt4970632;7.5;3653.0;2.89;7.1
ts41151;Hibana: Spark;SHOW;2016;;53;['drama'];['JP'];1.0;tt5301958;7.9;846.0;2.29;7.8
tm193388;Dhanak;MOVIE;2015;;106;['drama', 'comedy'];['IN'];;tt4088588;7.9;3893.0;2.918;7.5
tm234466;Jonah;MOVIE;2016;PG;97;['drama', 'thriller', 'romance', 'family'];['BR'];;tt7799740;5.4;230.0;3.125;6.0
tm376111;Chocolate City: Vegas Strip;MOVIE;2016;PG-13;89;['drama'];['US'];;tt5485482;3.7;303.0;4.126;6.5
tm239769;I'll Sleep When I'm Dead;MOVIE;2016;;82;['documentation'];['US'];;tt4679136;6.6;1364.0;3.096;6.5
ts82582;The Truth Seekers;SHOW;2016;TV-MA;44;['drama', 'action'];['SG'];1.0;tt7131694;7.1;16.0;672;
ts43341;Atelier;SHOW;2015;TV-14;69;['drama', 'documentation', 'comedy'];['JP'];1.0;tt4790548;6.3;7.0;2.932;7.8
tm540757;Project Marathwada;MOVIE;2016;;110;['drama'];['IN'];;tt5714802;6.5;90.0;1.147;
tm207668;ABCD 2;MOVIE;2015;PG;154;['music', 'drama'];['IN'];;tt3679000;5.4;6424.0;4.913;5.6
ts54010;My Runway;SHOW;2016;TV-14;24;['comedy', 'drama', 'fantasy', 'romance'];['KR'];1.0;tt6968336;6.3;266.0;10.522;7.6
tm228839;Ali Baba and the 7 Dwarfs;MOVIE;2015;PG-13;114;['action', 'comedy', 'drama'];['TR'];;tt6450052;5.6;20155.0;3.728;5.2
tm233366;Te3n;MOVIE;2016;PG-13;136;['thriller', 'drama'];['IN'];;tt4814290;7.3;12816.0;10.676;6.9
tm230524;Chatô, The King of Brazil;MOVIE;2015;;100;['drama', 'comedy', 'history'];['BR'];;tt6449458;5.4;19.0;2.234;5.1
tm233157;The Guardian Brothers;MOVIE;2016;PG;103;['animation', 'family', 'fantasy', 'comedy'];['CN'];;tt4788934;5.4;2121.0;16.724;5.8
tm245042;Budhia Singh: Born to Run;MOVIE;2016;;112;['drama', 'sport'];['IN'];;tt5805252;7.6;1503.0;1.495;6.1
ts55223;72 Dangerous Places to Live;SHOW;2016;TV-PG;45;['documentation'];['AU'];1.0;tt5674272;6.2;357.0;1.849;6.0
tm239947;Mercy;MOVIE;2016;;82;['thriller', 'drama'];['US'];;tt5710042;4.1;3476.0;7.517;4.2
tm315345;City of Joy;MOVIE;2016;;74;['documentation', 'thriller', 'war', 'crime', 'drama'];['CD'];;tt4078252;7.5;525.0;1.239;7.5
tm239774;XOXO;MOVIE;2016;;92;['music', 'drama'];['US'];;tt4855748;5.3;7021.0;16.887;6.0
tm270982;Layla M.;MOVIE;2016;;98;['drama', 'european'];['NL'];;tt5712152;6.6;1722.0;2.458;6.5
tm238829;Open Season: Scared Silly;MOVIE;2015;PG;84;['action', 'animation', 'comedy', 'family'];['CA', 'US'];;;;;24.391;5.9
tm233196;Jessica Darling's It List;MOVIE;2016;;79;['family'];['US'];;tt5213744;5.4;994.0;9.284;6.0
tm246056;Garfunkel and Oates: Trying to be Special;MOVIE;2016;;62;['comedy', 'music'];['US'];;tt5602318;7.3;919.0;3.186;7.4
tm311494;Slam;MOVIE;2016;;100;['comedy', 'romance', 'drama', 'european'];['IT'];;tt4379536;6.1;1329.0;11.308;5.8
tm244635;The Blind Christ;MOVIE;2016;R;95;['drama'];['FR', 'CL'];;tt4778424;5.8;275.0;6.235;4.9
