id;title;type;release_year;age_certification;runtime;genres;production_countries;seasons;imdb_id;imdb_score;imdb_votes;tmdb_popularity;tmdb_score
ts353844;Keep Sweet: Pray and Obey;SHOW;2022;TV-MA;49;['crime', 'documentation'];['US'];1.0;tt20560404;7.4;7174.0;10.307;7.4
tm1143265;Incantation;MOVIE;2022;;111;['horror'];['TW'];;tt18968540;6.2;5660.0;2274.044;7.4
tm957290;Umma;MOVIE;2022;PG-13;83;['horror', 'drama'];['US'];;tt13235822;4.6;4583.0;155.039;5.9
ts357030;D.B. Cooper: Where Are You?!;SHOW;2022;TV-MA;43;['crime', 'documentation'];['US'];1.0;tt21063170;;;15.171;5.7
ts306335;Boo, Bitch;SHOW;2022;TV-14;25;['scifi', 'comedy'];['US'];1.0;tt14097144;5.7;2203.0;481.983;6.5
tm1043537;Operation Mincemeat;MOVIE;2022;PG-13;128;['drama', 'war', 'history'];['GB', 'US'];;tt1879016;6.6;18893.0;44.29;6.7
ts215951;Midnight Mass;SHOW;2021;TV-MA;64;['fantasy', 'horror', 'action', 'drama', 'scifi'];['US'];1.0;tt10574558;7.7;106385.0;73.108;7.613
ts108385;Inventing Anna;SHOW;2022;TV-MA;68;['drama'];['US'];1.0;tt8740976;6.8;61061.0;74.876;6.8
tm928497;Valley of the Dead;MOVIE;2022;R;101;['comedy', 'horror', 'war', 'fantasy', 'thriller', 'action'];['ES'];;tt10127708;6.5;114.0;1668.296;6.303
ts308317;Snowflake Mountain;SHOW;2022;TV-MA;38;['reality'];['GB'];1.0;tt15292870;4.9;691.0;3.681;6.7
tm1228854;Bill Burr: Live at Red Rocks;MOVIE;2022;;82;['comedy', 'documentation'];[];;tt21106500;7.8;1281.0;16.145;6.9
ts264270;Anatomy of a Scandal;SHOW;2022;TV-MA;46;['drama', 'thriller'];['GB', 'US'];1.0;tt12748084;7.0;23981.0;11.678;7.5
ts222333;Arcane;SHOW;2021;TV-14;41;['scifi', 'action', 'drama', 'animation', 'fantasy'];['US'];1.0;tt11126994;9.0;186899.0;106.45;9.081
ts220305;Squid Game;SHOW;2021;TV-MA;55;['action', 'thriller', 'drama'];['KR'];2.0;tt10919420;8.0;426967.0;361.925;7.821
ts271437;Money Heist (Korean Remake);SHOW;2022;TV-MA;70;['action', 'drama', 'thriller', 'crime'];['KR'];1.0;tt13696452;5.2;5142.0;904.326;7.998
tm1082564;The Adam Project;MOVIE;2022;PG-13;106;['drama', 'action', 'comedy', 'scifi'];['US'];;tt2463208;6.7;183489.0;317.154;7.106
ts217231;Heartstopper;SHOW;2022;TV-14;28;['romance', 'drama'];['GB'];3.0;tt10638036;8.7;45476.0;165.66;9.027
ts344162;Extraordinary Attorney Woo;SHOW;2022;;70;['drama'];['KR'];1.0;;;;511.033;8.4
ts225061;Pieces of Her;SHOW;2022;TV-MA;51;['drama', 'crime', 'thriller'];['US'];1.0;tt9170236;6.3;22435.0;18.516;6.6
ts223537;Maid;SHOW;2021;TV-MA;54;['drama', 'comedy'];['US'];1.0;tt11337908;8.4;77885.0;0.6;8.0
tm856378;Don't Look Up;MOVIE;2021;R;138;['comedy', 'drama', 'scifi'];['US'];;tt11286314;7.2;515337.0;120.874;7.208
tm674063;The Power of the Dog;MOVIE;2021;R;126;['drama', 'romance', 'western'];['GB', 'AU', 'CA', 'GR', 'NZ'];;tt10293406;6.8;164844.0;41.183;6.8
ts356887;How To Build a Sex Room;SHOW;2022;TV-MA;42;['reality'];['US'];1.0;tt21030224;5.3;181.0;8.976;8.1
ts328671;BASTARD‼ -Heavy Metal, Dark Fantasy-;SHOW;2022;TV-MA;25;['animation', 'action', 'scifi', 'comedy', 'fantasy'];['JP'];1.0;tt17736234;6.7;854.0;23.009;6.8
ts288808;The Longest Night;SHOW;2022;TV-MA;45;['action', 'crime', 'drama', 'thriller'];['ES'];1.0;tt14463552;5.8;502.0;0.6;6.643
ts319426;You Don't Know Me;SHOW;2021;;56;['drama', 'crime'];['GB'];1.0;tt12005828;6.9;4037.0;6.332;6.3
tm1072066;Blasted;MOVIE;2022;;114;['action', 'comedy', 'scifi'];['NO'];;tt14866710;4.8;1528.0;41.268;5.3
ts255888;First Kill;SHOW;2022;TV-MA;49;['thriller', 'drama', 'fantasy', 'horror'];['US'];1.0;tt13315156;6.4;23605.0;252.955;8.4
tm1221677;Hello, Goodbye, and Everything in Between;MOVIE;2022;PG-13;83;['drama', 'comedy', 'romance'];['US'];;tt4181158;4.9;1842.0;564.004;5.965
ts306526;Queen;SHOW;2022;TV-MA;49;['drama'];['PL'];1.0;tt15096884;7.1;815.0;8.782;7.3
ts311101;King of Stonks;SHOW;2022;TV-MA;47;['comedy', 'drama', 'thriller'];['DE'];1.0;tt15407486;6.0;318.0;9.01;6.2
ts241363;Alba;SHOW;2021;TV-MA;50;['drama'];['ES'];1.0;tt12446242;6.2;511.0;87.031;7.1
tm1044289;Interceptor;MOVIE;2022;PG-13;98;['thriller', 'action', 'drama'];['AU'];;tt14174940;4.5;20007.0;438.512;6.13
ts312082;Alchemy of Souls;SHOW;2022;TV-14;80;['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance'];['KR'];1.0;tt20859920;8.6;878.0;108.72;8.0
ts90093;The Pentaverate;SHOW;2022;TV-MA;26;['comedy'];['US'];1.0;tt10203880;6.1;8726.0;8.239;5.9
ts307973;Murderville;SHOW;2022;TV-MA;34;['comedy', 'crime'];['US'];1.0;tt15264192;6.8;11466.0;5.846;6.2
ts270910;Vikings: Valhalla;SHOW;2022;TV-MA;51;['war', 'action', 'drama', 'history', 'romance'];['US'];1.0;tt11311302;7.1;34833.0;236.161;7.98
tm1080083;The Lost Daughter;MOVIE;2021;R;122;['drama'];['GR', 'GB', 'US'];;tt9100054;6.7;58882.0;36.068;6.6
ts296291;Uncle From Another World;SHOW;2022;TV-MA;24;['scifi'];['JP'];1.0;;;;64.356;7.0
ts87242;Shadow and Bone;SHOW;2021;TV-14;52;['scifi', 'drama', 'fantasy', 'action'];['US'];1.0;tt2403776;7.6;80009.0;28.08;8.2
ts302437;Kung Fu Panda: The Dragon Knight;SHOW;2022;TV-Y7;24;['action', 'animation', 'family', 'fantasy', 'comedy'];['US'];1.0;tt18783984;5.9;742.0;656.832;7.5
tm979026;tick, tick... BOOM!;MOVIE;2021;PG-13;121;['drama'];['US'];;tt8721424;7.5;98370.0;33.246;7.8
ts353837;Web of Make Believe: Death, Lies and the Internet;SHOW;2022;TV-MA;57;['crime', 'documentation'];['US'];1.0;tt20602042;6.1;1145.0;5.959;6.6
ts256072;The Woman in the House Across the Street from the Girl in the Window;SHOW;2022;TV-MA;26;['thriller', 'crime', 'drama', 'comedy'];['US'];1.0;tt13315324;6.3;41822.0;14.902;7.0
tm404856;Red Notice;MOVIE;2021;PG-13;117;['thriller', 'action', 'comedy', 'crime'];['US'];;tt7991608;6.3;264194.0;311.673;6.775
ts317746;Café Minamdang;SHOW;2022;;64;['drama', 'comedy', 'crime', 'thriller'];['KR'];1.0;tt21049186;7.0;131.0;51.111;7.2
ts354073;The Future Of;SHOW;2022;TV-14;20;['documentation'];['US'];1.0;tt19895946;4.7;165.0;6.998;6.6
ts256710;Archive 81;SHOW;2022;TV-MA;54;['drama', 'scifi', 'horror', 'thriller'];['US'];1.0;tt13365348;7.3;45954.0;61.695;7.4
ts281927;Stay Close;SHOW;2021;TV-MA;47;['crime', 'drama', 'thriller'];['GB'];1.0;tt2201227;6.9;30197.0;11.449;7.2
ts298766;Pirate Gold of Adak Island;SHOW;2022;TV-14;29;['reality'];['US'];1.0;tt14849626;4.6;563.0;20.51;5.7
ts225855;All of Us Are Dead;SHOW;2022;TV-MA;61;['action', 'drama', 'scifi', 'horror', 'thriller', 'fantasy'];['KR'];2.0;tt14169960;7.5;45027.0;491.672;8.452
ts342732;Our Great National Parks;SHOW;2022;TV-PG;52;['documentation'];['US'];1.0;tt18750552;7.9;1684.0;2.583;7.9
ts255037;Resident Evil: Infinite Darkness;SHOW;2021;TV-MA;27;['scifi', 'animation', 'drama', 'action', 'horror'];['US'];1.0;tt13175788;5.8;9500.0;83.312;7.9
tm1232830;Dave Chappelle: What's in a Name?;MOVIE;2022;;40;['comedy'];['US'];;;;;11.947;6.0
tm1229846;My Daughter's Killer;MOVIE;2022;R;83;['documentation', 'crime'];['DE', 'FR'];;tt21049266;6.9;832.0;177.035;6.6
tm1201262;Love & Gelato;MOVIE;2022;PG-13;111;['romance', 'comedy', 'drama'];['IT'];;tt15521050;5.1;3980.0;146.021;5.35
tm852172;Apollo 10½:  A Space Age Childhood;MOVIE;2022;PG-13;98;['animation', 'scifi', 'action', 'comedy', 'romance', 'family', 'horror', 'drama'];['NL', 'US'];;tt7978758;7.3;6681.0;8.534;7.2
tm937814;The Alpinist;MOVIE;2021;PG-13;92;['documentation'];['AT', 'GB', 'US'];;tt11790780;8.0;8048.0;8.534;7.7
ts320073;Attack on Pearl Harbor: Minute by Minute;SHOW;2021;TV-14;45;['documentation', 'history'];['GB'];1.0;tt16348586;7.5;68.0;3.377;
tm370144;The Mitchells vs. the Machines;MOVIE;2021;PG;109;['comedy', 'family', 'scifi', 'animation'];['US'];;tt7979580;7.6;103825.0;35.602;8.0
ts293103;Juanpis González - The Series;SHOW;2022;TV-MA;25;['comedy', 'drama'];['CO'];1.0;tt14494894;6.8;348.0;39.001;7.6
ts345200;Borgen - Power & Glory;SHOW;2022;TV-MA;57;['drama', 'war'];['DK'];1.0;tt18751672;8.2;165.0;4.726;8.4
ts222522;Spriggan;SHOW;2022;TV-MA;46;['animation', 'action', 'war', 'scifi', 'drama', 'thriller'];['JP'];1.0;tt10011306;7.0;664.0;16.71;6.9
ts237713;Sweet Tooth;SHOW;2021;TV-14;45;['drama', 'scifi', 'fantasy', 'action'];['US'];2.0;tt12809988;7.8;50215.0;63.287;8.0
tm825714;The Harder They Fall;MOVIE;2021;R;139;['action', 'drama', 'western'];['US'];;tt10696784;6.5;59833.0;114.813;6.746
tm996762;Major;MOVIE;2022;;149;['action', 'drama'];['IN'];;tt9851854;9.1;7576.0;6.429;8.188
ts102086;Behind Her Eyes;SHOW;2021;TV-MA;50;['thriller', 'drama'];['GB'];1.0;tt9698442;7.2;59293.0;29.851;7.6
ts357930;Indian Predator: The Butcher of Delhi;SHOW;2022;TV-MA;43;['documentation', 'crime'];['IN'];1.0;;;;22.238;5.7
tm1196288;Our Father;MOVIE;2022;;97;['crime', 'documentation'];['US'];;tt19704638;6.5;9889.0;42.481;6.5
ts284297;All American: Homecoming;SHOW;2022;TV-14;39;['drama', 'sport'];['US'];2.0;tt14088994;5.3;527.0;9.277;8.1
ts296046;Lupin;SHOW;2021;TV-MA;46;['crime', 'drama', 'thriller', 'action', 'comedy'];['FR'];3.0;tt2531336;7.5;102888.0;66.66;7.9
tm1083293;Windfall;MOVIE;2022;R;92;['crime', 'drama', 'thriller'];['US'];;tt15035360;5.7;20903.0;43.789;5.327
ts346959;Meltdown: Three Mile Island;SHOW;2022;TV-14;44;['documentation', 'history'];['US'];1.0;tt19758756;6.9;3115.0;2.873;6.4
ts287722;The Upshaws;SHOW;2021;TV-14;27;['family', 'comedy'];['US'];2.0;tt10945036;6.8;2589.0;5.205;8.7
tm1165462;Senior Year;MOVIE;2022;R;112;['comedy', 'drama'];['US'];;tt5315212;5.5;34419.0;232.337;5.9
ts240453;Clark;SHOW;2022;TV-MA;61;['thriller', 'action', 'comedy', 'crime', 'drama'];['SE'];1.0;tt12304420;7.4;7958.0;14.127;6.9
ts294227;Farzar;SHOW;2022;TV-MA;27;['scifi', 'animation', 'action', 'comedy'];['US'];1.0;tt14589904;5.3;929.0;47.136;6.5
tm946869;Texas Chainsaw Massacre;MOVIE;2022;R;83;['horror', 'thriller', 'crime'];['US'];;tt11755740;4.8;48828.0;331.065;5.2
tm986168;The Guilty;MOVIE;2021;R;91;['drama', 'thriller', 'action', 'crime'];['US'];;tt9421570;6.3;117984.0;33.761;6.4
tm1019177;The Colony;MOVIE;2021;R;104;['scifi', 'thriller', 'action'];['CH', 'DE'];;tt6506264;5.3;8495.0;23.747;5.6
ts256310;Pacific Rim: The Black;SHOW;2021;TV-14;24;['scifi', 'animation', 'action'];['US'];2.0;tt9288848;7.0;5175.0;50.254;8.333
tm1209228;Norm Macdonald: Nothing Special;MOVIE;2022;R;87;['comedy', 'documentation'];['US'];;tt20201450;7.6;1466.0;4.061;6.2
ts311985;Inside Job;SHOW;2021;TV-MA;28;['comedy', 'animation', 'fantasy', 'scifi'];['US'];2.0;tt10231312;7.6;16616.0;42.395;8.2
tm1120543;The Bubble;MOVIE;2022;R;126;['comedy'];['US'];;tt13610562;4.7;22479.0;91.061;4.8
ts328051;Iron Chef: Quest for an Iron Legend;SHOW;2022;TV-G;48;['reality'];['US'];1.0;tt17216636;7.1;382.0;4.182;7.0
ts357137;First Class;SHOW;2022;;43;['reality'];['ES'];1.0;tt20597418;2.8;94.0;7.79;
ts310081;Two Summers;SHOW;2022;TV-PG;46;['thriller', 'drama'];['BE'];1.0;tt13018574;6.8;2867.0;39.696;6.75
ts269096;She Would Never Know;SHOW;2021;TV-14;64;['drama', 'romance'];['KR'];1.0;tt13446244;7.5;743.0;34.287;8.8
tm991529;The Hand of God;MOVIE;2021;R;130;['drama'];['IT'];;tt12680684;7.4;30235.0;34.74;7.6
ts355168;The Hidden Lives of Pets;SHOW;2022;;32;['documentation'];['GB'];1.0;tt20560384;7.4;339.0;7.588;7.7
ts330198;Dead End: Paranormal Park;SHOW;2022;TV-Y7;27;['animation'];['GB'];1.0;;;;26.566;8.3
tm1231785;For Jojo;MOVIE;2022;;97;['comedy', 'drama'];['DE'];;tt21044524;4.2;121.0;16.562;3.792
tm1092864;The Unforgivable;MOVIE;2021;R;112;['drama', 'crime'];['GB', 'US', 'DE'];;tt11233960;7.1;105353.0;74.153;7.5
ts311987;Bad Vegan: Fame. Fraud. Fugitives.;SHOW;2022;TV-MA;52;['documentation', 'crime'];['US'];1.0;tt18260538;5.8;6134.0;3.403;5.3
ts85985;Cowboy Bebop;SHOW;2021;TV-MA;45;['scifi', 'action', 'drama', 'fantasy', 'comedy', 'crime'];['US'];1.0;tt1267295;6.6;35427.0;17.479;6.8
ts237722;The Cuphead Show!;SHOW;2022;TV-Y7;15;['animation', 'comedy', 'family', 'fantasy', 'action'];['US'];2.0;tt10611608;7.4;6513.0;96.8;8.0
ts251675;Hellbound;SHOW;2021;TV-MA;52;['scifi', 'horror', 'thriller', 'crime', 'drama', 'fantasy'];['KR'];1.0;tt12235718;6.6;23099.0;193.725;7.6
tm1235785;The Best of Netflix Is a Joke: The Festival;MOVIE;2022;R;55;['comedy'];['US'];;;;;6.666;
tm1014947;Against the Ice;MOVIE;2022;;102;['drama', 'history', 'action'];['DK', 'IS'];;tt13873302;6.5;20521.0;60.566;6.9
tm1075698;Metal Lords;MOVIE;2022;R;97;['music', 'comedy', 'drama'];['US'];;tt12141112;6.7;24672.0;123.401;6.8
ts252119;The Beauty Queen of Jerusalem;SHOW;2021;TV-MA;30;['drama'];['IL'];3.0;tt12940732;7.1;337.0;11.854;8.0
ts292696;Intimacy;SHOW;2022;TV-MA;48;['crime', 'drama', 'thriller'];['ES'];1.0;tt14463542;6.8;1674.0;19.965;6.7
tm1195971;Jennifer Lopez:  Halftime;MOVIE;2022;;95;['music', 'documentation'];['US'];;tt19637852;6.5;3980.0;149.855;6.935
ts234817;In from the Cold;SHOW;2022;TV-MA;49;['drama', 'scifi', 'thriller', 'action', 'crime'];['US'];1.0;tt11859542;6.2;7047.0;13.736;7.5
ts227473;Brand New Cherry Flavor;SHOW;2021;TV-MA;43;['thriller', 'drama', 'horror', 'scifi'];['US'];1.0;tt11343600;7.1;15028.0;57.609;6.9
tm1117040;Anek;MOVIE;2022;;146;['action', 'thriller', 'drama'];['IN'];;tt13919802;7.1;19394.0;9.261;5.2
ts269179;The G Word with Adam Conover;SHOW;2022;TV-MA;30;['documentation', 'comedy'];['US'];1.0;tt13649532;6.7;682.0;4.603;5.5
tm1204402;Ricky Gervais: SuperNature;MOVIE;2022;;64;['comedy'];['GB'];;tt19885626;7.8;3256.0;7.492;7.4
tm1001097;Beauty;MOVIE;2022;R;95;['drama', 'music', 'romance'];['US'];;tt11364112;3.9;492.0;87.939;5.9
tm525645;Fear Street: Part One - 1994;MOVIE;2021;;107;['drama', 'horror', 'fantasy'];['US'];;tt6566576;6.2;77401.0;123.091;6.766
ts289334;Sex/Life;SHOW;2021;TV-MA;47;['comedy', 'drama', 'romance'];['US'];2.0;tt10839422;5.4;20549.0;165.068;7.1
tm1022953;Who We Are: A Chronicle of Racism in America;MOVIE;2022;PG-13;117;['documentation'];['US'];;tt14030682;6.2;715.0;3.747;4.7
tm1038686;Bo Burnham: Inside;MOVIE;2021;R;87;['comedy', 'drama', 'music', 'reality'];['US'];;tt14544192;8.7;44074.0;11.434;8.2
tm1180524;Av: The Hunt;MOVIE;2021;;86;['thriller', 'action'];['TR'];;tt8131720;5.5;344.0;5.264;6.0
ts310057;True Story;SHOW;2021;TV-MA;39;['drama', 'thriller', 'comedy', 'crime'];['US'];1.0;tt13655456;7.4;17567.0;42.104;7.2
ts328625;The Guardians of Justice;SHOW;2022;TV-MA;29;['action', 'scifi'];['US'];1.0;;;;55.768;6.8
tm501313;Gunpowder Milkshake;MOVIE;2021;R;114;['action', 'thriller', 'crime'];['FR', 'DE', 'US'];;tt8368408;6.0;42709.0;106.522;6.398
tm1137051;Bubble;MOVIE;2022;PG;101;['scifi', 'fantasy', 'romance', 'sport', 'thriller', 'animation', 'action', 'drama'];['JP'];;tt16360006;6.3;4597.0;550.643;7.497
tm471968;Passing;MOVIE;2021;PG-13;98;['drama', 'thriller'];['US', 'CA', 'GB'];;tt8893974;6.7;13803.0;29.687;6.451
tm1111987;Munich: The Edge of War;MOVIE;2022;PG-13;129;['drama', 'history', 'thriller'];['GB'];;tt7475578;6.8;28352.0;29.255;6.9
ts300391;Clickbait;SHOW;2021;TV-MA;46;['crime', 'drama', 'thriller'];['US', 'AU'];1.0;tt10888878;7.2;51476.0;40.623;7.644
ts273436;Murder Among the Mormons;SHOW;2021;TV-14;53;['documentation', 'crime', 'history'];['US'];1.0;tt13987620;7.0;6309.0;6.871;7.3
ts281225;Wrong Side of the Tracks;SHOW;2021;TV-MA;71;['action', 'crime', 'drama', 'thriller'];['ES'];2.0;tt13980362;6.7;1671.0;27.824;5.7
tm1048362;Army of Thieves;MOVIE;2021;R;127;['comedy', 'crime', 'thriller', 'scifi', 'horror', 'romance', 'action'];['DE', 'US'];;tt13024674;6.4;73790.0;157.021;6.9
ts349630;Love on the Spectrum U.S.;SHOW;2022;TV-14;41;['reality', 'documentation', 'romance'];['US'];1.0;tt19037550;8.2;1097.0;2.852;6.7
ts286731;Komi Can't Communicate;SHOW;2021;TV-14;24;['drama', 'animation', 'comedy', 'romance'];['JP'];2.0;tt14626352;7.8;5462.0;132.754;8.253
ts232107;The Silent Sea;SHOW;2021;TV-MA;45;['scifi', 'thriller', 'horror', 'drama'];['KR'];1.0;tt11570202;6.9;19592.0;94.568;8.0
ts296472;The Chestnut Man;SHOW;2021;TV-MA;55;['crime', 'drama', 'thriller'];['DK'];1.0;tt10834220;7.7;42817.0;49.565;7.7
ts88578;Firefly Lane;SHOW;2021;TV-MA;50;['drama', 'romance'];['US'];1.0;tt9012876;7.4;20748.0;9.959;7.7
tm1165983;The Weekend Away;MOVIE;2022;;90;['thriller', 'crime', 'drama'];['GB'];;tt14817272;5.6;22686.0;157.463;6.0
tm1198242;Jackass 4.5;MOVIE;2022;;90;['comedy'];['US'];;tt18258584;;;212.868;6.5
tm1196705;A Perfect Pairing;MOVIE;2022;;101;['comedy', 'romance'];['US', 'AU'];;tt15215512;6.1;9742.0;372.132;6.789
tm1219452;Cristela Alonzo: Middle Classy;MOVIE;2022;;60;['comedy', 'documentation'];[];;tt18312376;6.8;211.0;5.986;6.0
tm456513;Army of the Dead;MOVIE;2021;R;148;['horror', 'thriller', 'crime', 'scifi', 'action'];['US'];;tt0993840;5.7;169348.0;131.869;6.3
tm1138477;Downfall: The Case Against Boeing;MOVIE;2022;R;89;['documentation'];['US'];;tt11893274;7.4;10313.0;25.636;7.2
tm1166288;Rescued by Ruby;MOVIE;2022;;93;['family', 'drama'];['CA'];;tt11278476;7.1;7485.0;49.137;7.119
tm1064065;Black Crab;MOVIE;2022;;114;['scifi', 'thriller', 'war', 'action', 'drama'];['SE'];;tt6708668;5.6;19159.0;207.948;6.3
tm1119272;14 Peaks: Nothing Is Impossible;MOVIE;2021;;101;['documentation', 'sport'];['US'];;tt14079374;7.7;24213.0;22.226;7.5
ts343430;The 7 Lives of Lea;SHOW;2022;TV-MA;45;['drama', 'thriller', 'fantasy', 'crime'];['FR'];1.0;tt14140886;7.5;2684.0;12.437;7.1
tm851128;Bigbug;MOVIE;2022;R;111;['comedy', 'scifi', 'fantasy'];['FR'];;tt11541872;5.4;7483.0;26.497;5.3
tm1137119;Image of Victory;MOVIE;2021;;128;['war', 'history', 'drama'];['IL'];;tt14556392;7.5;178.0;2.711;7.0
tm1166024;Choose or Die;MOVIE;2022;;85;['scifi', 'thriller', 'drama', 'horror'];['GB'];;tt11514780;4.7;18307.0;25.632;5.3
tm1046932;Kate;MOVIE;2021;R;106;['action', 'drama', 'thriller', 'crime'];['US', 'JP', 'TH'];;tt7737528;6.2;59480.0;64.19;6.7
tm992844;The Dig;MOVIE;2021;PG-13;112;['history', 'drama'];['GB'];;tt3661210;7.1;73079.0;20.072;6.9
ts225645;The Chair;SHOW;2021;TV-MA;30;['drama', 'comedy'];['US'];1.0;tt11834150;7.2;16331.0;6.775;7.0
ts282131;Attenborough's Life in Colour;SHOW;2021;TV-PG;51;['documentation'];['GB'];1.0;tt11053426;8.2;3238.0;6.232;7.7
tm1207097;Bill Burr Presents: Friends Who Kill;MOVIE;2022;PG-13;73;['comedy', 'documentation'];[];;tt20723672;4.5;1857.0;5.237;5.1
ts356951;Hurts Like Hell;SHOW;2022;TV-MA;50;['drama', 'sport'];['TH'];1.0;tt21062288;8.4;83.0;8.413;9.071
tm1033470;Till Death;MOVIE;2021;R;89;['horror', 'thriller'];['US'];;tt11804152;5.8;20256.0;21.514;6.6
tm824160;Fear Street: Part Two - 1978;MOVIE;2021;;109;['drama', 'horror', 'fantasy'];['US'];;tt9701940;6.7;60682.0;116.422;7.3
tm1064228;Fatherhood;MOVIE;2021;PG-13;109;['drama', 'comedy'];['CA', 'US'];;tt4733624;6.6;34661.0;88.619;7.6
ts95572;The Serpent;SHOW;2021;TV-MA;57;['crime', 'drama', 'thriller'];['GB'];1.0;tt7985576;7.6;42371.0;12.904;7.6
tm1185367;White Hot: The Rise & Fall of Abercrombie & Fitch;MOVIE;2022;R;88;['documentation'];['US'];;tt19034522;5.7;4124.0;5.038;5.9
ts311989;jeen-yuhs;SHOW;2022;TV-MA;93;['documentation', 'music'];['US'];1.0;tt14599438;8.0;8319.0;3.852;7.1
ts307649;Turning Point: 9/11 and the War on Terror;SHOW;2021;TV-14;62;['war', 'history', 'documentation'];['US'];1.0;tt15260794;8.0;9132.0;7.209;7.3
ts305788;The Perfect Mother;SHOW;2022;TV-MA;49;['drama', 'thriller'];['FR', 'DE'];1.0;tt15341198;5.9;845.0;14.164;6.0
tm983784;Coming Home in the Dark;MOVIE;2021;;93;['thriller', 'crime', 'horror'];['NZ'];;tt6874762;5.7;5114.0;11.156;5.7
tm1171875;Too Old for Fairy Tales;MOVIE;2022;;106;['comedy', 'family'];[];;tt15575356;6.1;34.0;8.449;6.4
ts321918;Human Resources;SHOW;2022;TV-MA;27;['animation', 'comedy', 'romance'];['US'];1.0;tt11092142;7.2;5579.0;21.344;6.5
tm993838;Long Story Short;MOVIE;2021;R;90;['fantasy', 'comedy', 'romance'];['AU'];;tt10896634;6.5;4995.0;59.305;7.0
ts328194;My Name;SHOW;2021;TV-MA;50;['thriller', 'action', 'crime', 'drama'];['KR'];1.0;tt12940504;7.8;19737.0;86.286;8.3
tm983723;The Sparks Brothers;MOVIE;2021;R;140;['documentation', 'music', 'comedy', 'history'];['GB', 'US'];;tt8610436;7.8;4663.0;6.784;7.3
tm855839;The Shadow in My Eye;MOVIE;2021;;107;['war', 'drama', 'history'];['DK'];;tt9170516;7.3;9462.0;22.432;7.742
tm1108321;Dave Chappelle: The Closer;MOVIE;2021;;72;['comedy'];['US'];;tt15523010;8.0;25873.0;7.841;7.2
tm1092958;No One Gets Out Alive;MOVIE;2021;R;85;['horror', 'thriller', 'drama'];['RO', 'US'];;tt13056008;5.3;15031.0;96.132;6.0
ts296743;Welcome to Eden;SHOW;2022;TV-MA;41;['action', 'scifi', 'drama', 'thriller'];['ES', 'KN'];1.0;tt13457822;5.4;4145.0;198.535;7.3
ts108042;Maya and the Three;SHOW;2021;TV-Y7;131;['comedy', 'drama', 'family', 'fantasy', 'animation', 'action'];['MX'];1.0;tt8787772;8.1;3780.0;51.341;7.8
tm1046264;The Vault;MOVIE;2021;R;118;['crime', 'action', 'thriller', 'fantasy'];['ES'];;tt9742794;6.4;21511.0;22.456;5.9
ts329699;The Andy Warhol Diaries;SHOW;2022;TV-MA;66;['documentation'];['US'];1.0;tt18082212;7.7;1844.0;1.844;7.6
tm1150385;The Tinder Swindler;MOVIE;2022;;114;['documentation', 'crime'];['GB'];;tt14992922;7.2;61809.0;41.443;7.061
tm1138743;The Martha Mitchell Effect;MOVIE;2022;PG;40;['documentation'];['US'];;tt16379454;;;4.687;6.8
ts283080;Who Killed Sara?;SHOW;2021;TV-MA;41;['drama', 'crime', 'thriller'];['MX'];3.0;tt11937816;6.4;13960.0;119.334;7.7
tm1227918;Under the Amalfi Sun;MOVIE;2022;PG-13;90;['romance', 'comedy', 'drama'];['IT'];;tt15311262;5.2;502.0;561.722;6.3
ts287976;Young Royals;SHOW;2021;TV-MA;45;['drama', 'romance'];['SE'];2.0;tt14664414;8.3;29025.0;43.342;8.8
ts225657;Halston;SHOW;2021;TV-MA;47;['drama'];['US'];1.0;tt9569546;7.5;14681.0;18.504;7.3
tm347095;Oxygen;MOVIE;2021;;100;['scifi', 'thriller', 'horror', 'drama', 'fantasy'];['FR', 'US'];;tt6341832;6.5;37871.0;44.5;6.635
ts229335;Anxious People;SHOW;2021;TV-MA;29;['crime', 'drama', 'comedy'];['SE'];1.0;tt11168604;6.8;3913.0;3.126;6.4
tm1087461;Last Man Down;MOVIE;2021;R;87;['thriller', 'action', 'scifi'];['SE', 'GB'];;tt12335692;4.8;12850.0;358.251;6.273
tm1046026;The Trip;MOVIE;2021;;114;['action', 'thriller', 'comedy', 'horror'];['NO'];;tt13109952;6.9;20921.0;65.274;6.7
tm416779;The Woman in the Window;MOVIE;2021;R;100;['drama', 'thriller', 'crime'];['US'];;tt6111574;5.7;72490.0;23.639;6.1
ts287559;Jupiter's Legacy;SHOW;2021;TV-MA;45;['scifi', 'action', 'drama', 'thriller', 'fantasy'];['US'];1.0;tt5774002;6.7;37848.0;59.076;7.3
tm1191224;365 Days: This Day;MOVIE;2022;NC-17;111;['romance', 'drama'];['PL'];;tt12996154;2.5;16587.0;449.292;5.8
ts301625;Hold Tight;SHOW;2022;TV-MA;47;['crime', 'drama', 'thriller'];['PL'];1.0;tt15019128;6.1;2288.0;6.901;7.2
tm1075215;Aftermath;MOVIE;2021;;114;['horror', 'thriller', 'drama'];['US'];;tt10691162;5.3;15646.0;46.058;6.4
tm1094217;Chickenhare and the Hamster of Darkness;MOVIE;2022;;91;['animation', 'comedy', 'family', 'romance', 'fantasy'];['BE', 'FR'];;tt12532368;6.3;1303.0;511.444;7.446
